Account No,DATE,TRANSACTION DETAILS,VALUE DATE,BALANCE AMT,AMOUNT,TYPE,CATEGORY
KZ84317981414,2024-07-29,KFC ALMATY,2024-07-29,-17151989.7,-4295.79,DEBIT,Food & Dining
KZ84317981414,2024-07-30,TECHNODOM KZ,2024-07-30,-15164942.14,-148226.76,DEBIT,Shopping
KZ84317981414,2024-07-30,YANDEX GO RIDE,2024-07-30,-14950448.48,-1058.11,DEBIT,Transport
KZ84317981414,2024-07-30,MAGNUM SUPERMARKET,2024-07-30,-17338014.34,-29880.88,DEBIT,Shopping
KZ84317981414,2024-07-30,KAZAKHTELECOM INTERNET,2024-07-30,-15415333.64,-8400.4,DEBIT,Utilities
KZ84317981414,2024-07-30,APTEKA SAINT LUKE,2024-07-30,-17773831.66,-2536.91,DEBIT,Healthcare
KZ84317981414,2024-07-30,KASPI KREDIT PAYMENT,2024-07-30,-16415976.03,-66061.77,DEBIT,Loan & Finance
KZ84317981414,2024-07-30,SALARY HALYK BANK,2024-07-30,-14241192.28,617611.5,CREDIT,Income
KZ84317981414,2024-07-31,SKILLBOX KZ,2024-07-31,-15016715.38,-66266.9,DEBIT,Education
KZ84317981414,2024-07-31,GLOVO*ORDER,2024-07-31,-17143446.25,-13958.88,DEBIT,Food & Dining
KZ84317981414,2024-07-31,KAZAKHTELECOM INTERNET,2024-07-31,-15422341.32,-7007.68,DEBIT,Utilities
KZ84317981414,2024-08-01,MAGNUM SUPERMARKET,2024-08-01,-17406006.48,-31511.68,DEBIT,Shopping
KZ84317981414,2024-08-01,KFC ALMATY,2024-08-01,-16833119.77,-8536.35,DEBIT,Food & Dining
KZ84317981414,2024-08-01,MAGNUM SUPERMARKET,2024-08-01,-17521201.34,-18471.03,DEBIT,Shopping
KZ84317981414,2024-08-01,FREEDOM FINANCE EMI,2024-08-01,-17291489.11,-74136.56,DEBIT,Loan & Finance
KZ84317981414,2024-08-01,APTEKA SAINT LUKE,2024-08-01,-15392076.17,-785.05,DEBIT,Healthcare
KZ84317981414,2024-08-02,OLYMPIC PLUS CLINIC,2024-08-02,-16866245.56,-33125.79,DEBIT,Healthcare
KZ84317981414,2024-08-02,WILDBERRIES KZ,2024-08-02,-15355500.72,-59433.16,DEBIT,Shopping
KZ84317981414,2024-08-02,SKILLBOX KZ,2024-08-02,-16616882.25,-52679.46,DEBIT,Education
KZ84317981414,2024-08-02,APTEKA SAINT LUKE,2024-08-02,-17755932.83,-9495.19,DEBIT,Healthcare
KZ84317981414,2024-08-02,MCDONALDS ALMATY,2024-08-02,-16766104.38,-4142.86,DEBIT,Food & Dining
KZ84317981414,2024-08-02,TECHNODOM KZ,2024-08-02,-14646792.97,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-03,LOCAL CAFE,2024-08-03,-17147693.91,-4247.66,DEBIT,Food & Dining
KZ84317981414,2024-08-03,ЖКХ КОММУНАЛКА,2024-08-03,-17563522.58,-33141.36,DEBIT,Utilities
KZ84317981414,2024-08-03,KAZAKHTELECOM INTERNET,2024-08-03,-15645516.37,-5641.62,DEBIT,Utilities
KZ84317981414,2024-08-04,UDEMY COURSE,2024-08-04,-16672803.16,-12130.73,DEBIT,Education
KZ84317981414,2024-08-04,TECHNODOM KZ,2024-08-04,-15817445.69,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-04,WOLT DELIVERY,2024-08-04,-17362501.2,-4222.28,DEBIT,Food & Dining
KZ84317981414,2024-08-04,HALYK FINANCE LOAN,2024-08-04,-16952752.38,-72747.8,DEBIT,Loan & Finance
KZ84317981414,2024-08-05,WOLT DELIVERY,2024-08-05,-16761961.53,-6337.6,DEBIT,Food & Dining
KZ84317981414,2024-08-05,METRO CASH AND CARRY,2024-08-05,-16993905.24,-41152.85,DEBIT,Shopping
KZ84317981414,2024-08-05,CHOCOFOOD ORDER,2024-08-05,-17003475.43,-5242.75,DEBIT,Food & Dining
KZ84317981414,2024-08-05,ALMATY ENERGO ELECTRIC,2024-08-05,-17500719.31,-6698.2,DEBIT,Utilities
KZ84317981414,2024-08-05,KTZ RAILWAY TICKET,2024-08-05,-17743751.02,-5801.25,DEBIT,Transport
KZ84317981414,2024-08-05,SKILLBOX KZ,2024-08-05,-14911614.08,-62633.73,DEBIT,Education
KZ84317981414,2024-08-05,INSURANCE PAYMENT,2024-08-05,-14668642.31,-21849.34,DEBIT,Loan & Finance
KZ84317981414,2024-08-06,CHOCOFOOD ORDER,2024-08-06,-17491009.75,-9091.72,DEBIT,Food & Dining
KZ84317981414,2024-08-06,SMALL SUPERMARKET,2024-08-06,-14677934.31,-9292.0,DEBIT,Shopping
KZ84317981414,2024-08-06,WILDBERRIES KZ,2024-08-06,-16824583.42,-37155.18,DEBIT,Shopping
KZ84317981414,2024-08-07,TELE2 KZ PAYMENT,2024-08-07,-17494021.11,-3011.36,DEBIT,Utilities
KZ84317981414,2024-08-07,АЗС HELIOS PETROL,2024-08-07,-17217352.56,-17682.63,DEBIT,Transport
KZ84317981414,2024-08-07,MAGNUM SUPERMARKET,2024-08-07,-17199669.93,-32961.58,DEBIT,Shopping
KZ84317981414,2024-08-07,KASPI SHOP PURCHASE,2024-08-07,-17093398.56,-82859.05,DEBIT,Shopping
KZ84317981414,2024-08-07,BEELINE KZ RECHARGE,2024-08-07,-16998232.68,-4327.44,DEBIT,Utilities
KZ84317981414,2024-08-07,ЖКХ КОММУНАЛКА,2024-08-07,-15386373.96,-30873.24,DEBIT,Utilities
KZ84317981414,2024-08-07,WILDBERRIES KZ,2024-08-07,-17823726.27,-49894.61,DEBIT,Shopping
KZ84317981414,2024-08-07,MAGNUM SUPERMARKET,2024-08-07,-15296067.57,-22859.58,DEBIT,Shopping
KZ84317981414,2024-08-07,APTEKA 36.6,2024-08-07,-17878199.31,-12755.08,DEBIT,Healthcare
KZ84317981414,2024-08-07,INSURANCE PAYMENT,2024-08-07,-17865444.23,-21852.84,DEBIT,Loan & Finance
KZ84317981414,2024-08-08,HALYK FINANCE LOAN,2024-08-08,-17737949.77,-142232.17,DEBIT,Loan & Finance
KZ84317981414,2024-08-08,TECHNODOM KZ,2024-08-08,-15972851.99,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-08,APTEKA 36.6,2024-08-08,-17010539.52,-7064.08,DEBIT,Healthcare
KZ84317981414,2024-08-09,OLYMPIC PLUS CLINIC,2024-08-09,-17595717.6,-28050.53,DEBIT,Healthcare
KZ84317981414,2024-08-09,BEELINE KZ RECHARGE,2024-08-09,-17826341.39,-2615.12,DEBIT,Utilities
KZ84317981414,2024-08-10,KAZAKHTELECOM INTERNET,2024-08-10,-16625728.33,-5764.62,DEBIT,Utilities
KZ84317981414,2024-08-11,SKILLBOX KZ,2024-08-11,-16755623.93,-58706.59,DEBIT,Education
KZ84317981414,2024-08-11,АЗС SINOOIL FUEL,2024-08-11,-16012600.13,-11319.73,DEBIT,Transport
KZ84317981414,2024-08-11,MCDONALDS ALMATY,2024-08-11,-17156751.46,-4761.76,DEBIT,Food & Dining
KZ84317981414,2024-08-11,LOCAL CAFE,2024-08-11,-16628739.96,-3011.62,DEBIT,Food & Dining
KZ84317981414,2024-08-12,UNIVERSITY TUITION,2024-08-12,-16201687.51,-148226.76,DEBIT,Education
KZ84317981414,2024-08-12,TELE2 KZ PAYMENT,2024-08-12,-17524766.95,-3565.61,DEBIT,Utilities
KZ84317981414,2024-08-12,SULPAK ELECTRONICS,2024-08-12,-15639874.75,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-12,MAGNUM SUPERMARKET,2024-08-12,-17356866.59,-18852.25,DEBIT,Shopping
KZ84317981414,2024-08-13,KTZ RAILWAY TICKET,2024-08-13,-15824625.23,-7179.55,DEBIT,Transport
KZ84317981414,2024-08-13,INDRIVE TRIP,2024-08-13,-17358278.92,-1412.33,DEBIT,Transport
KZ84317981414,2024-08-13,АЗС HELIOS PETROL,2024-08-13,-14350339.45,-16441.85,DEBIT,Transport
KZ84317981414,2024-08-13,KTZ RAILWAY TICKET,2024-08-13,-15491647.99,-20109.36,DEBIT,Transport
KZ84317981414,2024-08-14,COURSERA SUBSCRIPTION,2024-08-14,-17843591.39,-17250.0,DEBIT,Education
KZ84317981414,2024-08-15,BEELINE KZ RECHARGE,2024-08-15,-17102228.72,-4597.28,DEBIT,Utilities
KZ84317981414,2024-08-15,ВОДОКАНАЛ PAYMENT,2024-08-15,-15391291.12,-4917.16,DEBIT,Utilities
KZ84317981414,2024-08-15,MCDONALDS ALMATY,2024-08-15,-15393662.6,-1586.44,DEBIT,Food & Dining
KZ84317981414,2024-08-15,APTEKA 36.6,2024-08-15,-14927322.93,-15708.85,DEBIT,Healthcare
KZ84317981414,2024-08-16,UDEMY COURSE,2024-08-16,-17374494.79,-11993.59,DEBIT,Education
KZ84317981414,2024-08-16,HALYK FINANCE LOAN,2024-08-16,-17481918.03,-75911.55,DEBIT,Loan & Finance
KZ84317981414,2024-08-16,ВОДОКАНАЛ PAYMENT,2024-08-16,-16678678.02,-5874.85,DEBIT,Utilities
KZ84317981414,2024-08-16,LOCAL CAFE,2024-08-16,-15181041.06,-2712.99,DEBIT,Food & Dining
KZ84317981414,2024-08-17,TECHNODOM KZ,2024-08-17,-16564202.79,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-17,WILDBERRIES KZ,2024-08-17,-17308133.46,-4411.08,DEBIT,Shopping
KZ84317981414,2024-08-17,SMALL SUPERMARKET,2024-08-17,-15406933.24,-13270.64,DEBIT,Shopping
KZ84317981414,2024-08-18,GLOVO*ORDER,2024-08-18,-17771294.74,-15361.92,DEBIT,Food & Dining
KZ84317981414,2024-08-18,INDRIVE TRIP,2024-08-18,-14243060.02,-1867.74,DEBIT,Transport
KZ84317981414,2024-08-18,BEELINE KZ RECHARGE,2024-08-18,-16631694.19,-2954.23,DEBIT,Utilities
KZ84317981414,2024-08-18,ALMATY ENERGO ELECTRIC,2024-08-18,-15178328.07,-13385.94,DEBIT,Utilities
KZ84317981414,2024-08-18,COURSERA SUBSCRIPTION,2024-08-18,-17129487.37,-17250.0,DEBIT,Education
KZ84317981414,2024-08-19,ALMATY ENERGO ELECTRIC,2024-08-19,-14684260.22,-6325.91,DEBIT,Utilities
KZ84317981414,2024-08-19,BEELINE KZ RECHARGE,2024-08-19,-15975539.43,-2687.44,DEBIT,Utilities
KZ84317981414,2024-08-19,CHOCOFOOD ORDER,2024-08-19,-15185360.4,-4319.34,DEBIT,Food & Dining
KZ84317981414,2024-08-20,CHOCOFOOD ORDER,2024-08-20,-17166708.35,-9956.89,DEBIT,Food & Dining
KZ84317981414,2024-08-20,TELE2 KZ PAYMENT,2024-08-20,-17104041.17,-1812.45,DEBIT,Utilities
KZ84317981414,2024-08-20,KTZ RAILWAY TICKET,2024-08-20,-15669218.93,-23702.55,DEBIT,Transport
KZ84317981414,2024-08-21,BEELINE KZ RECHARGE,2024-08-21,-17746437.64,-2686.62,DEBIT,Utilities
KZ84317981414,2024-08-21,WILDBERRIES KZ,2024-08-21,-14728257.86,-43997.64,DEBIT,Shopping
KZ84317981414,2024-08-21,SKILLBOX KZ,2024-08-21,-16053460.75,-40860.62,DEBIT,Education
KZ84317981414,2024-08-22,BURGER KING KZ,2024-08-22,-17502730.31,-2011.0,DEBIT,Food & Dining
KZ84317981414,2024-08-22,KTZ RAILWAY TICKET,2024-08-22,-16001280.39,-25740.96,DEBIT,Transport
KZ84317981414,2024-08-22,WILDBERRIES KZ,2024-08-22,-14333897.6,-90837.58,DEBIT,Shopping
KZ84317981414,2024-08-22,TECHNODOM KZ,2024-08-22,-15471538.63,-49197.31,DEBIT,Shopping
KZ84317981414,2024-08-22,АЗС HELIOS PETROL,2024-08-22,-16696917.34,-13007.59,DEBIT,Transport
KZ84317981414,2024-08-22,METRO CASH AND CARRY,2024-08-22,-16660672.44,-28978.25,DEBIT,Shopping
KZ84317981414,2024-08-23,WOLT DELIVERY,2024-08-23,-16683909.75,-5231.74,DEBIT,Food & Dining
KZ84317981414,2024-08-23,ВОДОКАНАЛ PAYMENT,2024-08-23,-17097631.43,-4232.87,DEBIT,Utilities
KZ84317981414,2024-08-23,TECHNODOM KZ,2024-08-23,-16349914.27,-148226.76,DEBIT,Shopping
KZ84317981414,2024-08-24,INSURANCE PAYMENT,2024-08-24,-14949390.37,-22067.44,DEBIT,Loan & Finance
KZ84317981414,2024-08-24,KFC ALMATY,2024-08-24,-17112237.37,-8196.2,DEBIT,Food & Dining
KZ84317981414,2024-08-24,SULPAK ELECTRONICS,2024-08-24,-15273207.98,-39729.96,DEBIT,Shopping
KZ84317981414,2024-08-25,UDEMY COURSE,2024-08-25,-17303722.38,-12233.27,DEBIT,Education
KZ84317981414,2024-08-25,KCELL PAYMENT,2024-08-25,-16770178.24,-4073.86,DEBIT,Utilities
KZ84317981414,2024-08-25,WOLT DELIVERY,2024-08-25,-16619963.71,-3081.46,DEBIT,Food & Dining
KZ84317981414,2024-08-26,KASPI SHOP PURCHASE,2024-08-26,-14848980.35,-120722.48,DEBIT,Shopping
KZ84317981414,2024-08-26,COURSERA SUBSCRIPTION,2024-08-26,-16787428.24,-17250.0,DEBIT,Education
KZ84317981414,2024-08-26,KCELL PAYMENT,2024-08-26,-17567667.07,-4144.49,DEBIT,Utilities
KZ84317981414,2024-08-28,METRO CASH AND CARRY,2024-08-28,-18844407.62,-47949.46,DEBIT,Shopping
KZ84317981414,2024-08-28,KCELL PAYMENT,2024-08-28,-18136518.85,-2455.9,DEBIT,Utilities
KZ84317981414,2024-08-28,TECHNODOM KZ,2024-08-28,-18280422.54,-138430.33,DEBIT,Shopping
KZ84317981414,2024-08-28,WOLT DELIVERY,2024-08-28,-17412379.57,-6030.44,DEBIT,Food & Dining
KZ84317981414,2024-08-29,MAGNUM SUPERMARKET,2024-08-29,-17751647.93,-23391.66,DEBIT,Shopping
KZ84317981414,2024-08-29,INVIVO CLINIC,2024-08-29,-17316513.49,-15107.22,DEBIT,Healthcare
KZ84317981414,2024-08-29,MAGNUM SUPERMARKET,2024-08-29,-19620163.99,-30474.47,DEBIT,Shopping
KZ84317981414,2024-08-29,KAZAKHTELECOM INTERNET,2024-08-29,-19694486.29,-7874.19,DEBIT,Utilities
KZ84317981414,2024-08-30,INVIVO CLINIC,2024-08-30,-19164674.88,-10730.49,DEBIT,Healthcare
KZ84317981414,2024-08-30,YANDEX GO RIDE,2024-08-30,-19764199.14,-3069.81,DEBIT,Transport
KZ84317981414,2024-08-30,GLOVO*ORDER,2024-08-30,-17341754.88,-10201.66,DEBIT,Food & Dining
KZ84317981414,2024-08-30,MCDONALDS ALMATY,2024-08-30,-18141992.21,-5473.36,DEBIT,Food & Dining
KZ84317981414,2024-08-30,MAGNUM SUPERMARKET,2024-08-30,-18573957.65,-14758.59,DEBIT,Shopping
KZ84317981414,2024-08-30,METRO CASH AND CARRY,2024-08-30,-17936834.62,-46756.36,DEBIT,Shopping
KZ84317981414,2024-08-31,TELE2 KZ PAYMENT,2024-08-31,-18433320.19,-1824.14,DEBIT,Utilities
KZ84317981414,2024-08-31,WILDBERRIES KZ,2024-08-31,-17331553.21,-15039.72,DEBIT,Shopping
KZ84317981414,2024-09-01,KASPI SHOP PURCHASE,2024-09-01,-17378646.41,-16124.65,DEBIT,Shopping
KZ84317981414,2024-09-01,SALARY HALYK BANK,2024-09-01,-17301406.27,576793.03,CREDIT,Income
KZ84317981414,2024-09-01,CHOCOFOOD ORDER,2024-09-01,-20887821.95,-7000.6,DEBIT,Food & Dining
KZ84317981414,2024-09-02,INVIVO CLINIC,2024-09-02,-19674496.34,-25805.63,DEBIT,Healthcare
KZ84317981414,2024-09-02,CHOCOFOOD ORDER,2024-09-02,-17658049.68,-3777.44,DEBIT,Food & Dining
KZ84317981414,2024-09-03,WILDBERRIES KZ,2024-09-03,-19799616.89,-6482.99,DEBIT,Shopping
KZ84317981414,2024-09-03,AIR ASTANA TICKET,2024-09-03,-19287877.18,-123202.3,DEBIT,Transport
KZ84317981414,2024-09-04,ЖКХ КОММУНАЛКА,2024-09-04,-19648690.71,-28526.72,DEBIT,Utilities
KZ84317981414,2024-09-04,YANDEX GO RIDE,2024-09-04,-17939221.61,-2386.99,DEBIT,Transport
KZ84317981414,2024-09-04,TECHNODOM KZ,2024-09-04,-18987881.09,-138430.33,DEBIT,Shopping
KZ84317981414,2024-09-04,APTEKA 36.6,2024-09-04,-17419102.44,-6722.87,DEBIT,Healthcare
KZ84317981414,2024-09-05,АЗС SINOOIL FUEL,2024-09-05,-20017219.79,-12772.08,DEBIT,Transport
KZ84317981414,2024-09-05,АЗС SINOOIL FUEL,2024-09-05,-20736706.6,-11621.77,DEBIT,Transport
KZ84317981414,2024-09-05,TECHNODOM KZ,2024-09-05,-18114600.95,-68736.93,DEBIT,Shopping
KZ84317981414,2024-09-06,SKILLBOX KZ,2024-09-06,-19589689.53,-23626.31,DEBIT,Education
KZ84317981414,2024-09-06,MEDICALCENTER KZ,2024-09-06,-20004447.71,-66599.35,DEBIT,Healthcare
KZ84317981414,2024-09-06,KAZAKHTELECOM INTERNET,2024-09-06,-19533550.14,-5653.74,DEBIT,Utilities
KZ84317981414,2024-09-06,HALYK FINANCE LOAN,2024-09-06,-17699204.49,-36062.2,DEBIT,Loan & Finance
KZ84317981414,2024-09-06,KCELL PAYMENT,2024-09-06,-17406349.13,-4144.09,DEBIT,Utilities
KZ84317981414,2024-09-06,INSURANCE PAYMENT,2024-09-06,-17402205.03,-11535.43,DEBIT,Loan & Finance
KZ84317981414,2024-09-07,ЖКХ КОММУНАЛКА,2024-09-07,-18319111.59,-38689.05,DEBIT,Utilities
KZ84317981414,2024-09-07,GLOVO*ORDER,2024-09-07,-21038303.48,-14794.24,DEBIT,Food & Dining
KZ84317981414,2024-09-07,GLOVO*ORDER,2024-09-07,-20897139.64,-9317.69,DEBIT,Food & Dining
KZ84317981414,2024-09-07,SULPAK ELECTRONICS,2024-09-07,-19112227.94,-124346.86,DEBIT,Shopping
KZ84317981414,2024-09-08,ВОДОКАНАЛ PAYMENT,2024-09-08,-19769556.39,-3143.75,DEBIT,Utilities
KZ84317981414,2024-09-08,SMALL SUPERMARKET,2024-09-08,-19766412.64,-2213.5,DEBIT,Shopping
KZ84317981414,2024-09-08,INSURANCE PAYMENT,2024-09-08,-20972598.16,-8289.65,DEBIT,Loan & Finance
KZ84317981414,2024-09-08,SMALL SUPERMARKET,2024-09-08,-17663142.3,-5092.62,DEBIT,Shopping
KZ84317981414,2024-09-08,TECHNODOM KZ,2024-09-08,-17890078.26,-138430.33,DEBIT,Shopping
KZ84317981414,2024-09-08,YANDEX GO RIDE,2024-09-08,-20899923.15,-2783.51,DEBIT,Transport
KZ84317981414,2024-09-08,WOLT DELIVERY,2024-09-08,-17942628.85,-3407.24,DEBIT,Food & Dining
KZ84317981414,2024-09-08,GLOVO*ORDER,2024-09-08,-18032559.87,-12825.65,DEBIT,Food & Dining
KZ84317981414,2024-09-09,ЖКХ КОММУНАЛКА,2024-09-09,-18352490.28,-33378.69,DEBIT,Utilities
KZ84317981414,2024-09-10,MEDICALCENTER KZ,2024-09-10,-21023509.24,-50911.08,DEBIT,Healthcare
KZ84317981414,2024-09-10,LOCAL CAFE,2024-09-10,-17703397.5,-4193.01,DEBIT,Food & Dining
KZ84317981414,2024-09-10,SULPAK ELECTRONICS,2024-09-10,-20714100.85,-135636.63,DEBIT,Shopping
KZ84317981414,2024-09-11,INVIVO CLINIC,2024-09-11,-18134062.95,-19462.0,DEBIT,Healthcare
KZ84317981414,2024-09-11,FREEDOM FINANCE EMI,2024-09-11,-20964308.51,-64385.36,DEBIT,Loan & Finance
KZ84317981414,2024-09-11,FREEDOM FINANCE EMI,2024-09-11,-19566063.21,-19898.22,DEBIT,Loan & Finance
KZ84317981414,2024-09-11,АЗС HELIOS PETROL,2024-09-11,-20388468.33,-11507.33,DEBIT,Transport
KZ84317981414,2024-09-11,SULPAK ELECTRONICS,2024-09-11,-20545202.04,-114793.34,DEBIT,Shopping
KZ84317981414,2024-09-11,GLOVO*ORDER,2024-09-11,-21189958.23,-4666.73,DEBIT,Food & Dining
KZ84317981414,2024-09-12,COURSERA SUBSCRIPTION,2024-09-12,-20564797.48,-16500.0,DEBIT,Education
KZ84317981414,2024-09-12,CHOCOFOOD ORDER,2024-09-12,-20725084.84,-10983.99,DEBIT,Food & Dining
KZ84317981414,2024-09-12,WILDBERRIES KZ,2024-09-12,-18506123.69,-72803.5,DEBIT,Shopping
KZ84317981414,2024-09-12,INSURANCE PAYMENT,2024-09-12,-19761129.33,-16199.09,DEBIT,Loan & Finance
KZ84317981414,2024-09-13,KCELL PAYMENT,2024-09-13,-17707893.31,-4495.81,DEBIT,Utilities
KZ84317981414,2024-09-13,OLYMPIC PLUS CLINIC,2024-09-13,-17728256.27,-15558.51,DEBIT,Healthcare
KZ84317981414,2024-09-13,KASPI KREDIT PAYMENT,2024-09-13,-17620191.2,-64663.43,DEBIT,Loan & Finance
KZ84317981414,2024-09-13,WOLT DELIVERY,2024-09-13,-19124657.42,-4496.92,DEBIT,Food & Dining
KZ84317981414,2024-09-14,WOLT DELIVERY,2024-09-14,-18849450.76,-5043.14,DEBIT,Food & Dining
KZ84317981414,2024-09-14,APTEKA 36.6,2024-09-14,-21185291.5,-8557.69,DEBIT,Healthcare
KZ84317981414,2024-09-14,ЖКХ КОММУНАЛКА,2024-09-14,-17654272.24,-34081.04,DEBIT,Utilities
KZ84317981414,2024-09-14,KASPI SHOP PURCHASE,2024-09-14,-18425864.86,-73374.58,DEBIT,Shopping
KZ84317981414,2024-09-15,OLYMPIC PLUS CLINIC,2024-09-15,-20763855.73,-27149.13,DEBIT,Healthcare
KZ84317981414,2024-09-15,AIR ASTANA TICKET,2024-09-15,-20880821.35,-81169.79,DEBIT,Transport
KZ84317981414,2024-09-15,WILDBERRIES KZ,2024-09-15,-18514566.96,-8443.28,DEBIT,Shopping
KZ84317981414,2024-09-15,METRO CASH AND CARRY,2024-09-15,-19686612.11,-12115.77,DEBIT,Shopping
KZ84317981414,2024-09-15,TECHNODOM KZ,2024-09-15,-19527896.4,-138430.33,DEBIT,Shopping
KZ84317981414,2024-09-15,KASPI SHOP PURCHASE,2024-09-15,-19120160.5,-7932.56,DEBIT,Shopping
KZ84317981414,2024-09-15,FREEDOM FINANCE EMI,2024-09-15,-19744930.24,-50443.94,DEBIT,Loan & Finance
KZ84317981414,2024-09-16,MCDONALDS ALMATY,2024-09-16,-18796458.16,-2611.9,DEBIT,Food & Dining
KZ84317981414,2024-09-16,TECHNODOM KZ,2024-09-16,-20285766.19,-138430.33,DEBIT,Shopping
KZ84317981414,2024-09-17,ЖКХ КОММУНАЛКА,2024-09-17,-19153944.39,-29286.96,DEBIT,Utilities
KZ84317981414,2024-09-17,FREEDOM FINANCE EMI,2024-09-17,-18646375.13,-72417.49,DEBIT,Loan & Finance
KZ84317981414,2024-09-17,INSURANCE PAYMENT,2024-09-17,-19546165.0,-12614.86,DEBIT,Loan & Finance
KZ84317981414,2024-09-17,INSURANCE PAYMENT,2024-09-17,-20034772.29,-17552.5,DEBIT,Loan & Finance
KZ84317981414,2024-09-17,KASPI KREDIT PAYMENT,2024-09-17,-19389466.07,-101588.9,DEBIT,Loan & Finance
KZ84317981414,2024-09-18,SKILLBOX KZ,2024-09-18,-18559199.05,-44632.09,DEBIT,Education
KZ84317981414,2024-09-18,UNIVERSITY TUITION,2024-09-18,-18784805.46,-138430.33,DEBIT,Education
KZ84317981414,2024-09-18,AIR ASTANA TICKET,2024-09-18,-21176733.81,-138430.33,DEBIT,Transport
KZ84317981414,2024-09-18,WOLT DELIVERY,2024-09-18,-17390669.6,-12023.2,DEBIT,Food & Dining
KZ84317981414,2024-09-19,GLOVO*ORDER,2024-09-19,-17712697.76,-4804.45,DEBIT,Food & Dining
KZ84317981414,2024-09-19,APTEKA SAINT LUKE,2024-09-19,-17555527.77,-2915.48,DEBIT,Healthcare
KZ84317981414,2024-09-19,KASPI SHOP PURCHASE,2024-09-19,-17546503.03,-126126.38,DEBIT,Shopping
KZ84317981414,2024-09-20,YANDEX GO RIDE,2024-09-20,-17420376.64,-1274.2,DEBIT,Transport
KZ84317981414,2024-09-21,KTZ RAILWAY TICKET,2024-09-21,-20141783.71,-23715.84,DEBIT,Transport
KZ84317981414,2024-09-21,MEDICALCENTER KZ,2024-09-21,-20430408.71,-41940.37,DEBIT,Healthcare
KZ84317981414,2024-09-21,MCDONALDS ALMATY,2024-09-21,-20548297.48,-3095.44,DEBIT,Food & Dining
KZ84317981414,2024-09-21,MAGNUM SUPERMARKET,2024-09-21,-17362521.76,-20766.88,DEBIT,Shopping
KZ84317981414,2024-09-21,UDEMY COURSE,2024-09-21,-18431496.04,-5631.18,DEBIT,Education
KZ84317981414,2024-09-22,KASPI SHOP PURCHASE,2024-09-22,-19937848.36,-138231.47,DEBIT,Shopping
KZ84317981414,2024-09-22,KCELL PAYMENT,2024-09-22,-20569413.5,-4616.02,DEBIT,Utilities
KZ84317981414,2024-09-22,SKILLBOX KZ,2024-09-22,-20799651.56,-35795.83,DEBIT,Education
KZ84317981414,2024-09-22,KFC ALMATY,2024-09-22,-20147335.86,-5552.15,DEBIT,Food & Dining
KZ84317981414,2024-09-23,APTEKA 36.6,2024-09-23,-18045864.02,-13304.16,DEBIT,Healthcare
KZ84317981414,2024-09-23,KTZ RAILWAY TICKET,2024-09-23,-20578464.21,-9050.72,DEBIT,Transport
KZ84317981414,2024-09-23,KASPI KREDIT PAYMENT,2024-09-23,-20319798.28,-34032.09,DEBIT,Loan & Finance
KZ84317981414,2024-09-23,KASPI SHOP PURCHASE,2024-09-23,-18019734.22,-77105.37,DEBIT,Shopping
KZ84317981414,2024-09-24,METRO CASH AND CARRY,2024-09-24,-20376961.0,-52905.89,DEBIT,Shopping
KZ84317981414,2024-09-24,KCELL PAYMENT,2024-09-24,-20324055.11,-4256.83,DEBIT,Utilities
KZ84317981414,2024-09-24,METRO CASH AND CARRY,2024-09-24,-19793133.9,-23577.51,DEBIT,Shopping
KZ84317981414,2024-09-24,АЗС SINOOIL FUEL,2024-09-24,-18793846.25,-9040.79,DEBIT,Transport
KZ84317981414,2024-09-25,MEDICALCENTER KZ,2024-09-25,-20118067.87,-83295.58,DEBIT,Healthcare
KZ84317981414,2024-09-25,ВОДОКАНАЛ PAYMENT,2024-09-25,-17552612.29,-6109.26,DEBIT,Utilities
KZ84317981414,2024-09-27,SMALL SUPERMARKET,2024-09-27,-21618254.98,-9720.28,DEBIT,Shopping
KZ84317981414,2024-09-27,BURGER KING KZ,2024-09-27,-21303062.35,-2162.47,DEBIT,Food & Dining
KZ84317981414,2024-09-27,GLOVO*ORDER,2024-09-27,-20696859.61,-7384.6,DEBIT,Food & Dining
KZ84317981414,2024-09-28,KTZ RAILWAY TICKET,2024-09-28,-21318548.82,-15486.47,DEBIT,Transport
KZ84317981414,2024-09-28,BURGER KING KZ,2024-09-28,-21708972.47,-1553.62,DEBIT,Food & Dining
KZ84317981414,2024-09-28,MAGNUM SUPERMARKET,2024-09-28,-21243059.29,-17420.65,DEBIT,Shopping
KZ84317981414,2024-09-28,SALARY HALYK BANK,2024-09-28,-20595256.41,594701.82,CREDIT,Income
KZ84317981414,2024-09-29,АЗС HELIOS PETROL,2024-09-29,-21689190.98,-11794.28,DEBIT,Transport
KZ84317981414,2024-09-29,KFC ALMATY,2024-09-29,-21327872.56,-3001.37,DEBIT,Food & Dining
KZ84317981414,2024-09-29,ALMATY ENERGO ELECTRIC,2024-09-29,-22360806.67,-5618.74,DEBIT,Utilities
KZ84317981414,2024-09-29,KAZAKHTELECOM INTERNET,2024-09-29,-21718538.59,-7160.72,DEBIT,Utilities
